index,Country,NBT Name/Title,NBT Text,index,Country,Number ,Type,Mitigation or adaptation,NDC Target Text,generated_sample
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030","#Yes. #1. Similarities: The NDC Target Text mentions the enhancement of ecosystem services provided by mangroves, which aligns with the NBT objective of effectively managing key corridors under the National Protected Areas Policy and System Plan. 2. Recommendations: To further align the NDC Target Text with the NBT, it could explicitly mention the establishment and management of key corridors as a means to strengthen the resilience of local coastal communities and enhance ecosystem services. Additionally, the NDC Target could include specific targets and timelines for the establishment and management of these corridors."
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030","#Yes. #1. Similarities: The NDC Target Text mentions the strengthening of ecosystem services and the restoration of mangroves, which aligns with the NBT's objective of strengthened provision of ecosystem services. 2. Recommendations: To further align the NDC Target Text with the NBT, it could explicitly mention the equitable sharing of benefits from biodiversity and ecosystem-based management. Additionally, it could incorporate language that emphasizes the importance of enhancing the resilience of local communities and the need for ecosystem-based approaches in biodiversity conservation."
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030","#Yes. #1. Similarities: The NDC Target Text mentions the sustainable management of ecosystem services, which aligns with the NBT Text's objective of sustainably managing key ecosystem services. 2. Recommendations: To further align the NDC Target Text with the NBT Text, it could explicitly mention the resilience of ecosystem services to threats and the restoration of mangroves as a means to enhance ecosystem services. Additionally, the NDC Target could include specific targets and timelines for the restoration of mangroves within local communities."
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",49,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Strengthen resilience of local coastal communities and enhance
the ecosystem services provided by mangroves through the
restoration of at least 2,000 hectares of mangroves including
within local communities by 2025, with an additional 2,000
hectares by 2030",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",50,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Promote public measures and partnerships with private
landowners, local communities, and other relevant stakeholders to
encourage mangrove preservation and reduce mangrove loss by
2025",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",51,Belize,7.2.1 Coastal zone and marine resources,Target,Adaptation,"Strengthen the resilience of coastal communities by developing an
early warning system for storm surges by 2025",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",52,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"Monitor coastal erosion and update coastal adaptation strategy
every 5 years through the development of a National Beach Erosion
Monitoring program",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",53,Belize,7.2.1 Coastal zone and marine resources,Action,Adaptation,"By 2023, pilot early warning system for storm surges in 1 coastal
district, develop a national monitoring system and coastal response
plan for storm surges and flooding",#No.
