index,Country,Target Text,Target Name,Document,Doc,Type,Convention,Source,Target Textt,index,Themes,Texts,Textt,generated_sample
149,Tanzania,Restore natural green cover across the island,Forest Restoration,Draft Green Legacy Document for Zanzibar 2023,GLD,Other targets,Other,,Restore natural green cover across the island,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
150,Tanzania,Enhance community participation in forestry conservation,Community Forestry,Draft Green Legacy Document for Zanzibar 2023,GLD,Other targets,Other,,Enhance community participation in forestry conservation,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
151,Tanzania,Develop and strengthen tree nurseries management,Tree Nursery Management,Draft Green Legacy Document for Zanzibar 2023,GLD,Other targets,Other,,Develop and strengthen tree nurseries management,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
152,Tanzania,Upscale botanical gardens to preserve indigenous plant species,Botanical Gardens Development,Draft Green Legacy Document for Zanzibar 2023,GLD,Other targets,Other,,Upscale botanical gardens to preserve indigenous plant species,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
153,Tanzania,Promote alternative sources of energy to reduce dependency on biomass,Alternative Energy Sources,Draft Green Legacy Document for Zanzibar 2023,GLD,Other targets,Other,,Promote alternative sources of energy to reduce dependency on biomass,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
154,Tanzania,Increase public awareness about the importance of biodiversity to 20% of the population,Awareness and Education,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Increase public awareness about the importance of biodiversity to 20% of the population,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
155,Tanzania,Integrate biodiversity valuation and ecosystem service payments into sectoral plans,Biodiversity Valuation,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Integrate biodiversity valuation and ecosystem service payments into sectoral plans,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
156,Tanzania,Eliminate harmful incentives and develop positive conservation incentives,Policy and Incentive Reform,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Eliminate harmful incentives and develop positive conservation incentives,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
157,Tanzania,Increase investments in biodiversity conservation through sustainable practices,Investment in Biodiversity,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Increase investments in biodiversity conservation through sustainable practices,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
158,Tanzania,"Reduce habitat degradation and pollution levels, manage invasive species",Pollution and Habitat Protection,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,"Reduce habitat degradation and pollution levels, manage invasive species",7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
159,Tanzania,Minimize pressures on coral reefs and vulnerable ecosystems due to climate change,Climate Change Impact Management,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Minimize pressures on coral reefs and vulnerable ecosystems due to climate change,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
160,Tanzania,Manage critical species for long-term sustainability and implement strategies to reduce genetic erosion,Species and Genetic Diversity,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Manage critical species for long-term sustainability and implement strategies to reduce genetic erosion,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
161,Tanzania,"Enhance ecosystems that contribute to human health, livelihoods, and well-being, focusing on vulnerable communities",Ecosystem Services Enhancement,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,"Enhance ecosystems that contribute to human health, livelihoods, and well-being, focusing on vulnerable communities",7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
162,Tanzania,Develop the Zanzibar Biodiversity Strategy and Action Plan with effective community participation and respect for traditional knowledge in biodiversity conservation,Governance and Participation,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Develop the Zanzibar Biodiversity Strategy and Action Plan with effective community participation and respect for traditional knowledge in biodiversity conservation,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
163,Tanzania,Increase the generation and sharing of scientific information on biodiversity,Knowledge Sharing,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Increase the generation and sharing of scientific information on biodiversity,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
164,Tanzania,Significantly enhance financial resources for biodiversity programs,Financial Resources Enhancement,Biodiversity Finance Plan,BFP,Other targets,Other,https://www.biofin.org/knowledge-product/tanzanias-biodiversity-finance-plan,Significantly enhance financial resources for biodiversity programs,7,Soil fertility management and restoration,"This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.","Soil fertility management and restoration This includes increased soil organic carbon, reduced soil erosion, reduced soil salinization, reduced soil compaction, biochar application, improved cropland soil management, soil restoration, soil improvement, and sustainable intensification.",0
0,Tanzania,Integrate climate change adaptation into ≥ 60% of national/sector plans and local government budgets by 2026,Objective 1 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Integrate climate change adaptation into ≥ 60% of national/sector plans and local government budgets by 2026,8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
1,Tanzania,Demarcate and protect 60% of major water sources in all 9 basins to strengthen water resilience,Objective 2 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Demarcate and protect 60% of major water sources in all 9 basins to strengthen water resilience,8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
2,Tanzania,Construct or upgrade flood-control systems in at least 50% of water basins,Objective 3 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Construct or upgrade flood-control systems in at least 50% of water basins,8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
3,Tanzania,"Ensure that ≥ 50% of agricultural land under climate-smart practices (irrigation, drought-resilient seeds, crop diversification)",Objective 4 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Ensure that ≥ 50% of agricultural land under climate-smart practices (irrigation, drought-resilient seeds, crop diversification)",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
4,Tanzania,"Reduce post-harvest losses of crops (e.g., fruits, vegetables) by 40% through improved storage and value addition",Objective 5 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Reduce post-harvest losses of crops (e.g., fruits, vegetables) by 40% through improved storage and value addition",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
5,Tanzania,Promote livestock resilience by adopting improved rangeland management in ≥ 40% of pastoral communities,Objective 6 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Promote livestock resilience by adopting improved rangeland management in ≥ 40% of pastoral communities,8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
6,Tanzania,"Rehabilitate or sustainably manage ≥ 50% of degraded coastal zones (mangroves, reefs)",Objective 7 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Rehabilitate or sustainably manage ≥ 50% of degraded coastal zones (mangroves, reefs)",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
7,Tanzania,"Conduct climate-proofing for all major new infrastructure projects (roads, rail, power lines)",Objective 8 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Conduct climate-proofing for all major new infrastructure projects (roads, rail, power lines)",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
8,Tanzania,"Equip 70% of health facilities with climate-resilient water and power systems, expanding disease surveillance to all regions",Objective 9 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Equip 70% of health facilities with climate-resilient water and power systems, expanding disease surveillance to all regions",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
9,Tanzania,"Develop or update district-level DRR plans in ≥ 30 high-risk districts, strengthening early warning systems",Objective 10 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Develop or update district-level Disaster Risk Reduction plans in ≥ 30 high-risk districts, strengthening early warning systems",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",1
10,Tanzania,Reduce economy-wide GHG emissions by 30–35% below BAU by 2030 (aligned with updated NDC),Objective 1 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Reduce economy-wide Greenhouse Gas emissions by 30–35% below Business as Usual by 2030 (aligned with updated Nationally Determined Contributions),8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
11,Tanzania,"Expand renewable energy (solar, wind, geothermal, hydro, bioenergy) to ≥ 25% of total generation mix",Objective 2 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Expand renewable energy (solar, wind, geothermal, hydro, bioenergy) to ≥ 25% of total generation mix",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
12,Tanzania,"Adopt energy-efficient technologies (efficient cookstoves, industrial retrofits) in ≥ 40% of households and 20% of factories",Objective 3 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Adopt energy-efficient technologies (efficient cookstoves, industrial retrofits) in ≥ 40% of households and 20% of factories",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
13,Tanzania,"Introduce or scale up mass transit systems (BRT, rail) and non-motorized transport in major cities",Objective 4 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Introduce or scale up mass transit systems (BRT, rail) and non-motorized transport in major cities",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
14,Tanzania,"Decrease the deforestation rate by 20% from baseline (~469,420 ha/year), restoring 2 million ha of degraded forests",Objective 5 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Decrease the deforestation rate by 20% from baseline (~469,420 ha/year), restoring 2 million ha of degraded forests",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
15,Tanzania,"Develop modern waste management in all major urban centers (3R—reduce, reuse, recycle) and pilot waste-to-energy projects",Objective 6 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Develop modern waste management in all major urban centers (3R—reduce, reuse, recycle) and pilot waste-to-energy projects",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
16,Tanzania,"Integrate climate change curricula into primary, secondary, and tertiary education, with annual climate forums",Objective 1 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Integrate climate change curricula into primary, secondary, and tertiary education, with annual climate forums",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
17,Tanzania,Conduct or update climate-risk assessments in ≥ 30 districts and improve meteorological networks (TMA),Objective 2 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Conduct or update climate-risk assessments in ≥ 30 districts and improve meteorological networks (TMA),8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
18,Tanzania,"Provide incentives for climate-smart technology innovation(e.g., renewable micro-grids, improved seeds)",Objective 3 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Provide incentives for climate-smart technology innovation(e.g., renewable micro-grids, improved seeds)",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
19,Tanzania,Establish a National Climate Change Financing Mechanismand integrate a climate code in national budgets,Objective 4 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Establish a National Climate Change Financing Mechanismand integrate a climate code in national budgets,8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
20,Tanzania,"Gender mainstreaming in all climate actions, ensuring equitable participation and benefit-sharing",Objective 5 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Gender mainstreaming in all climate actions, ensuring equitable participation and benefit-sharing",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",0
21,Tanzania,"Reduce climate-related disaster risks (droughts, floods) ",Overall Resilience & Water Access 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,"Reduce climate-related disaster risks (droughts, floods) ",8,Risk management and disaster prevention,"This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.","Risk management and disaster prevention This includes agricultural disaster management and invasive alien species control, fire management, reduced landslides and hazards, environmental risk monitoring, resource-based early warnings, reduced pollution, acidification prevention, disaster risk reduction and management in agriculture, risk sharing instruments, livelihood diversification, and management of urban sprawl.",1
