index,Country,Target Text,Target Name,Document,Source,Convention,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
57,Sri Lanka,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",Fisheries NDC 3,Draft NDCs,,Climate Change,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
58,Sri Lanka,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,Fisheries NDC 4,Draft NDCs,,Climate Change,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
59,Sri Lanka,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",Fisheries NDC 5,Draft NDCs,,Climate Change,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
60,Sri Lanka,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,Fisheries NDC 6,Draft NDCs,,Climate Change,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
61,Sri Lanka,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,Fisheries NDC 7,Draft NDCs,,Climate Change,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
62,Sri Lanka,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",Forestry NDC 1,Draft NDCs,,Climate Change,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",1
63,Sri Lanka,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",Forestry NDC 2,Draft NDCs,,Climate Change,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
64,Sri Lanka,Promote catchment protection in major rivers and cascade systems through tree planting,Forestry NDC 3,Draft NDCs,,Climate Change,Promote catchment protection in major rivers and cascade systems through tree planting,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
65,Sri Lanka,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",Forestry NDC 4,Draft NDCs,,Climate Change,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
66,Sri Lanka,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,Health NDC 1,Draft NDCs,,Climate Change,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
67,Sri Lanka,Improved capacity to manage non-communicable diseases (NCD) and health conditions directly attributable to climate change,Health NDC 2,Draft NDCs,,Climate Change,Improved capacity to manage non-communicable diseases (Non-Communicable Disease) and health conditions directly attributable to climate change,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
68,Sri Lanka,Manage the worsening of under-nutrition and malnutrition due to climate change,Health NDC 3,Draft NDCs,,Climate Change,Manage the worsening of under-nutrition and malnutrition due to climate change,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
69,Sri Lanka,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",Health NDC 4,Draft NDCs,,Climate Change,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
70,Sri Lanka,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,Health NDC 5,Draft NDCs,,Climate Change,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
71,Sri Lanka,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",Industry NDC 1,Draft NDCs,,Climate Change,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
72,Sri Lanka,The integration of renewable energy technologies to expand the proportion of renewable energy within industrial energy usage and electrification of industrial heating,Industry NDC 2,Draft NDCs,,Climate Change,The integration of renewable energy technologies to expand the proportion of renewable energy within industrial energy usage and electrification of industrial heating,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
73,Sri Lanka,"Product modification and process optimization by applying Resource Efficiency Cleaner Production (RECP), Life Cycle Analysis (LCA), Circular Economy, SCP, Eco Industrial Parks, industrial symbiosis, eco labelling and green reporting in industries",Industry NDC 3,Draft NDCs,,Climate Change,"Product modification and process optimization by applying Resource Efficiency Cleaner Production (RECP), Life Cycle Analysis (LCA), Circular Economy, Sustainable Production and Consumption, Eco Industrial Parks, industrial symbiosis, eco labelling and green reporting in industries",12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
74,Sri Lanka,Establish eco-industrial parks and villages,Industry NDC 4,Draft NDCs,,Climate Change,Establish eco-industrial parks and villages,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
75,Sri Lanka,The implementation of measures to mitigate GHG emissions under the Industrial Processes and Product Use (IPPU) category,Industry NDC 5,Draft NDCs,,Climate Change,The implementation of measures to mitigate Greenhouse Gas emissions under the Industrial Processes and Product Use (IPPU) category,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
76,Sri Lanka,Increase innovation and investment in industrial decarbonization,Industry NDC 6,Draft NDCs,,Climate Change,Increase innovation and investment in industrial decarbonization,12,"Desertification, drought, and land degradation","This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (LDN), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",Additional,"Desertification, drought, and land degradation This includes actions to address desertification and the effects of drought, especially in arid, semi-arid and dry sub-humid areas. It also includes the concept of Land Degradation Neutrality (Land Degradation Neutrality), which strives for a balance between land degradation and land restoration, ensuring that any land degradation is offset by the restoration of an equivalent area. Avoiding new degradation of land by maintaining existing healthy land,  reducing existing degradation by adopting sustainable land management practices (i.e. Nature based Solutions), maintaining soil health, ramping up efforts to restore and return degraded lands to a natural or more productive state. This approach promotes long-term environmental sustainability, supports the restoration of ecosystem services, and contributes to the achievement of Rio Conventions global targets.",0
